22.19,1
22.19,2
22.12,3
22.12,4
22.12,5
22.19,6
22.12,7
22.19,8
22.19,9
22.19,10
22.19,11
22.19,12
22.19,13
22.19,14
22.19,15
22.19,16
22.19,17
22.19,18
22.19,19
22.19,20
22.19,21
22.12,22
22.19,23
22.19,24
22.12,25
22.12,26
22.12,27
22.12,28
22.12,29
22.12,30
22.0,1
22.06,2
22.0,3
22.06,4
22.06,5
22.06,6
22.0,7
22.0,8
22.06,9
22.0,10
22.06,11
22.0,12
22.06,13
22.0,14
22.06,15
22.0,16
22.06,17
22.06,18
22.0,19
22.0,20
22.0,21
22.06,22
22.06,23
22.06,24
22.0,25
22.0,26
22.12,27
22.19,28
22.25,29
22.31,30
22.31,31
22.37,32
22.37,33
22.37,34
22.37,35
22.44,36
22.37,37
22.37,38
22.44,39
22.37,40
22.37,41
22.37,42
22.44,43
22.37,44
22.37,45
22.37,46
22.37,47
22.37,48
22.81,1
22.75,2
22.94,3
23.37,4
24.06,5
24.94,6
26.0,7
27.19,8
28.5,9
29.94,10
31.37,11
32.88,12
34.38,13
35.94,14
37.56,15
39.13,16
40.69,17
42.25,18
43.81,19
45.38,20
46.94,21
48.44,22
49.94,23
51.44,24
52.94,25
54.31,26
55.75,27
57.19,28
58.56,29
59.94,30
61.25,31
62.5,32
63.75,33
65.0,34
66.25,35
67.5,36
68.75,37
69.87,38
71.0,39
72.19,40
73.25,41
74.31,42
75.44,43
76.5,44
77.5,45
78.56,46
79.56,47
80.5,48
81.5,49
82.37,50
83.31,51
84.25,52
85.12,53
85.94,54
86.87,55
87.75,56
88.62,57
89.37,58
90.19,59
90.94,60
91.69,61
92.44,62
93.19,63
93.87,64
94.56,65
95.19,66
95.81,67
96.12,68
96.12,69
95.87,70
95.31,71
94.62,72
93.81,73
93.0,74
92.0,75
91.31,76
90.81,77
90.56,78
90.44,79
90.5,80
90.75,81
91.06,82
91.44,83
92.0,84
92.56,85
93.12,86
93.69,87
94.31,88
94.87,89
95.44,90
95.69,91
95.69,92
95.37,93
94.87,94
94.19,95
93.37,96
92.56,97
91.62,98
90.94,99
90.44,100
90.12,101
90.0,102
90.06,103
90.25,104
90.56,105
90.94,106
91.44,107
91.94,108
92.5,109
93.12,110
93.75,111
94.37,112
95.0,113
95.62,114
95.94,115
95.94,116
95.69,117
95.19,118
94.56,119
93.75,120
93.0,121
92.06,122
91.44,123
90.87,124
90.62,125
90.56,126
90.62,127
90.75,128
91.06,129
91.5,130
91.94,131
92.44,132
93.0,133
93.62,134
94.25,135
94.81,136
95.37,137
95.69,138
95.69,139
95.44,140
94.94,141
94.31,142
93.5,143
92.75,144
91.81,145
91.12,146
90.62,147
90.37,148
90.31,149
90.37,150
90.62,151
90.87,152
91.31,153
91.87,154
92.31,155
92.94,156
93.56,157
94.19,158
94.87,159
95.5,160
95.75,161
95.81,162
95.62,163
95.12,164
94.44,165
93.62,166
92.81,167
92.0,168
91.31,169
90.87,170
90.56,171
90.44,172
90.56,173
90.81,174
91.25,175
91.62,176
92.12,177
92.69,178
93.25,179
93.87,180
94.44,181
94.94,182
95.5,183
95.75,184
95.69,185
95.37,186
94.87,187
94.25,188
93.44,189
92.56,190
91.69,191
91.0,192
90.56,193
90.25,194
90.12,195
90.06,196
90.19,197
90.44,198
90.81,199
91.25,200
91.75,201
92.31,202
92.94,203
93.56,204
94.19,205
94.81,206
95.37,207
95.62,208
95.69,209
95.37,210
94.94,211
94.31,212
93.5,213
92.75,214
91.87,215
91.19,216
90.75,217
90.5,218
90.37,219
90.44,220
90.69,221
91.0,222
91.37,223
91.94,224
92.44,225
93.0,226
93.62,227
94.25,228
94.81,229
95.37,230
95.69,231
95.69,232
95.44,233
94.94,234
94.31,235
93.56,236
92.75,237
91.94,238
91.19,239
90.75,240
90.44,241
90.37,242
90.5,243
90.69,244
91.06,245
91.44,246
91.94,247
92.5,248
93.06,249
93.69,250
94.31,251
94.87,252
95.44,253
95.75,254
95.75,255
95.5,256
95.06,257
94.44,258
93.62,259
92.87,260
92.0,261
91.31,262
90.87,263
90.56,264
90.5,265
90.56,266
90.81,267
91.19,268
91.56,269
92.06,270
92.62,271
93.19,272
93.81,273
94.44,274
95.06,275
95.62,276
95.94,277
95.94,278
95.62,279
95.19,280
94.56,281
93.81,282
93.0,283
92.12,284
91.37,285
90.94,286
90.69,287
90.62,288
90.69,289
90.94,290
91.25,291
91.62,292
92.12,293
92.69,294
93.25,295
93.87,296
94.5,297
95.06,298
95.62,299
95.94,300
95.94,301
95.75,302
95.25,303
94.62,304
93.81,305
93.06,306
92.19,307
91.5,308
91.0,309
90.75,310
90.69,311
90.81,312
91.0,313
91.37,314
91.81,315
92.25,316
92.81,317
93.37,318
94.0,319
94.62,320
95.19,321
95.81,322
96.12,323
96.12,324
95.94,325
95.44,326
94.81,327
94.0,328
93.19,329
92.31,330
91.75,331
91.25,332
90.94,333
90.87,334
90.87,335
91.12,336
91.44,337
91.87,338
92.37,339
93.0,340
93.62,341
94.25,342
94.81,343
95.31,344
95.62,345
95.62,346
95.31,347
94.81,348
94.12,349
93.37,350
92.56,351
91.75,352
91.06,353
90.56,354
90.31,355
90.25,356
90.37,357
90.62,358
91.0,359
91.44,360
91.94,361
92.5,362
93.06,363
93.69,364
94.31,365
94.94,366
95.56,367
95.87,368
95.94,369
95.69,370
95.19,371
94.56,372
93.75,373
93.0,374
92.12,375
91.44,376
90.94,377
90.69,378
90.62,379
90.75,380
90.94,381
91.25,382
91.69,383
92.25,384
92.75,385
93.37,386
94.0,387
94.62,388
95.19,389
95.81,390
96.12,391
96.19,392
95.94,393
95.5,394
94.81,395
94.0,396
93.19,397
92.31,398
91.62,399
91.12,400
90.87,401
90.81,402
90.87,403
91.06,404
91.44,405
91.87,406
92.37,407
92.94,408
93.5,409
94.19,410
94.75,411
95.31,412
95.62,413
95.62,414
95.31,415
94.87,416
94.25,417
93.44,418
92.62,419
91.75,420
91.06,421
90.62,422
90.44,423
90.37,424
90.44,425
90.62,426
91.0,427
91.44,428
91.94,429
92.5,430
93.12,431
93.69,432
94.37,433
94.94,434
95.5,435
95.87,436
95.87,437
95.56,438
95.12,439
94.5,440
93.69,441
92.94,442
92.06,443
91.37,444
90.94,445
90.69,446
90.62,447
90.69,448
90.94,449
91.25,450
91.75,451
92.19,452
92.75,453
93.37,454
94.0,455
94.69,456
95.25,457
95.87,458
96.12,459
96.12,460
95.87,461
95.37,462
94.75,463
94.0,464
93.25,465
92.31,466
91.62,467
91.06,468
90.87,469
90.81,470
90.87,471
91.12,472
91.44,473
91.87,474
92.44,475
92.94,476
93.56,477
94.19,478
94.69,479
95.31,480
95.56,481
95.62,482
95.37,483
94.87,484
94.25,485
93.44,486
92.69,487
91.81,488
91.12,489
90.69,490
90.44,491
90.37,492
90.44,493
90.69,494
91.06,495
91.56,496
92.06,497
92.62,498
93.19,499
93.75,500
94.37,501
94.94,502
95.56,503
95.87,504
95.87,505
95.56,506
95.06,507
94.37,508
93.62,509
92.81,510
91.94,511
91.31,512
90.81,513
90.56,514
90.56,515
90.62,516
90.81,517
91.19,518
91.5,519
92.0,520
92.56,521
93.12,522
93.69,523
94.31,524
94.87,525
95.44,526
95.69,527
95.69,528
95.44,529
94.94,530
94.31,531
93.56,532
92.75,533
91.87,534
91.25,535
90.81,536
90.56,537
90.5,538
90.56,539
90.75,540
91.06,541
91.56,542
92.06,543
92.62,544
93.12,545
93.75,546
94.31,547
94.87,548
95.44,549
95.69,550
95.69,551
95.37,552
94.94,553
94.25,554
93.5,555
92.69,556
91.81,557
91.12,558
90.62,559
90.37,560
90.31,561
90.44,562
90.56,563
90.94,564
91.31,565
91.75,566
92.31,567
92.87,568
93.44,569
94.06,570
94.62,571
95.12,572
95.44,573
95.37,574
95.12,575
94.62,576
94.0,577
93.25,578
92.5,579
91.87,580
91.44,581
91.25,582
91.19,583
91.25,584
